1.0000,1.0000,0.9242,0.1373,0.0000,0.0000,0.0000,0.0000,0.5908,1.0000,0.9961,1.0000,1.0000,1.0000,0.4183,0.1817,0.4941,0.6863,0.6863,0.6863,0.5333,0.1660,0.6013,1.0000,1.0000,1.0000,1.0000,0.5386,0.3856,0.8889,1.0000,1.0000,1.0000,0.9556,0.3098,0.1869,0.9137,1.0000,1.0000,1.0000,1.0000,1.0000,0.9856,0.9569,0.9569,0.9569,0.9791,0.8065,0.0850,0.7595,1.0000,1.0000,1.0000,0.9856,0.9948,1.0000,1.0000,1.0000,1.0000,1.0000,0.9137,0.1464,0.7033,1.0000,1.0000,0.9961,0.9817,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.9242,0.1464,0.7020,1.0000,1.0000,0.9948,1.0000,0.5922,0.1660,0.1529,0.1529,0.1529,0.1529,0.1359,0.0196,0.7046,1.0000,1.0000,0.9477,0.5124,0.0863,0.3294,0.3882,0.3882,0.3882,0.3882,0.3516,0.0523,0.7046,1.0000,1.0000,0.6575,0.0353,0.3556,0.9673,1.0000,1.0000,1.0000,1.0000,0.9359,0.1516,0.7046,1.0000,1.0000,0.2327,0.4248,1.0000,0.9895,0.9843,0.9843,0.9830,0.9804,0.9033,0.1346,0.7046,1.0000,1.0000,0.0863,0.6784,1.0000,1.0000,1.0000,1.0000,0.9961,0.9817,0.9190,0.1425,0.7046,1.0000,1.0000,0.0654,0.7778,0.9804,0.9673,0.9686,0.9686,0.9856,1.0000,0.4680,0.0209,0.6824,0.9686,0.9804,0.1830,0.3229,0.9556,1.0000,1.0000,1.0000,0.9451,0.4471,0.0444,0.0497,0.7556,1.0000,1.0000,0.6000,0.1595,0.5333,0.6863,0.6863,0.6863,0.5569,0.2105,0.3948,0.1516,0.4837,0.6863,0.8026,1.0000,0.5908,0.0000,0.0000,0.0000,0.0000,0.0719,0.8418,0.9124,0.1307,0.0000,0.0000,0.3542,0
1.0000,1.0000,1.0000,0.3712,0.0000,0.0000,0.0000,0.0000,0.0000,0.1333,0.9046,1.0000,1.0000,1.0000,0.7046,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.7046,1.0000,0.9046,0.1333,0.0000,0.2641,0.9529,1.0000,1.0000,1.0000,0.7046,0.0000,0.0000,0.1333,0.9046,0.5503,0.0000,0.1333,0.9046,1.0000,1.0000,1.0000,1.0000,1.0000,0.5503,0.0000,0.0758,0.8078,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.7046,0.0000,0.0758,0.8078,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.8078,0.0758,0.0000,0.0000,0.0758,0.8078,1.0000,1.0000,0.8078,0.0758,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0758,0.8078,1.0000,0.3712,0.0000,0.0000,0.0000,0.0000,0.0000,0.0758,0.8078,0.7046,0.0000,0.0758,0.8078,0.5503,0.0000,0.0000,0.2641,0.9529,1.0000,1.0000,1.0000,1.0000,0.7046,0.0000,0.0758,0.8078,0.2641,0.0000,0.3712,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.5503,0.0000,0.0758,0.8078,0.1333,0.0000,0.5503,1.0000,1.0000,1.0000,1.0000,1.0000,0.9529,0.2641,0.0000,0.0758,0.8078,0.2641,0.0000,0.3712,1.0000,1.0000,1.0000,1.0000,1.0000,0.7046,0.0000,0.0000,0.0758,0.8078,0.3712,0.0000,0.0000,0.5503,1.0000,1.0000,1.0000,0.3712,0.0000,0.0000,0.0000,0.0000,0.7046,0.9046,0.1333,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0758,0.6144,0.0758,0.0000,0.5503,1.0000,1.0000,0.3712,0.0000,0.0000,0.0000,0.0000,0.5503,1.0000,0.9529,0.2641,0.0000,0.3712,0
0.9974,0.9895,0.9451,0.3255,0.0301,0.0183,0.0105,0.0144,0.0118,0.0706,0.5085,1.0000,0.9961,0.9987,0.6876,0.1464,0.0301,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0497,0.2418,0.8497,0.8680,0.2392,0.0065,0.1085,0.6392,0.8745,0.8588,0.8667,0.8458,0.5216,0.0196,0.0392,0.4444,0.5582,0.0092,0.0510,0.6026,0.9634,1.0000,1.0000,1.0000,1.0000,0.8719,0.3229,0.0222,0.1765,0.8667,0.7425,0.7412,0.9438,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.6209,0.0065,0.0928,1.0000,1.0000,1.0000,1.0000,0.6484,0.3961,0.3804,0.3725,0.3673,0.3529,0.2170,0.0052,0.0784,0.9935,0.8902,0.4575,0.4078,0.0889,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0092,0.0784,0.8876,0.3935,0.0000,0.0000,0.1529,0.4693,0.5190,0.5163,0.5229,0.5020,0.2993,0.0052,0.0810,0.5072,0.0000,0.0340,0.3098,0.7359,0.9935,1.0000,1.0000,1.0000,0.9961,0.6275,0.0039,0.0824,0.1948,0.0471,0.2288,0.8693,1.0000,0.9712,0.9673,0.9647,0.9569,0.9281,0.5817,0.0026,0.0824,0.1373,0.0157,0.4418,0.9346,0.9791,0.9778,0.9895,0.9895,1.0000,0.9582,0.4810,0.0065,0.0824,0.1712,0.0248,0.2157,0.8275,1.0000,1.0000,1.0000,1.0000,0.9229,0.6418,0.1307,0.0131,0.0784,0.4601,0.0471,0.0000,0.4183,0.8144,0.8627,0.8614,0.7922,0.3242,0.0000,0.0000,0.0078,0.0771,0.9307,0.3020,0.0601,0.0026,0.0000,0.0000,0.0000,0.0000,0.0366,0.1020,0.0523,0.0078,0.0771,0.9935,1.0000,0.5085,0.0706,0.0105,0.0222,0.0144,0.0706,0.5373,0.9791,0.5647,0.0039,0.0824,0
0.9974,1.0000,0.8797,0.4497,0.0222,0.0118,0.0288,0.0170,0.0131,0.1033,0.6039,0.9739,0.9895,0.8719,0.5033,0.1882,0.0601,0.0000,0.0000,0.0000,0.0000,0.0000,0.0275,0.1176,0.4118,0.8065,0.8131,0.1895,0.0105,0.4092,0.6993,0.7059,0.6876,0.7059,0.6562,0.2248,0.0183,0.1007,0.4078,0.9346,0.6915,0.6248,0.9007,1.0000,1.0000,1.0000,1.0000,0.9948,0.6797,0.2314,0.0758,0.1817,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.9386,0.4209,0.0523,0.1516,0.9922,0.9908,1.0000,0.9569,0.8039,0.7804,0.7791,0.7791,0.7765,0.6758,0.2667,0.0536,0.1556,1.0000,0.9660,0.8824,0.5922,0.0575,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0510,0.1425,1.0000,0.6418,0.1712,0.0092,0.0000,0.0039,0.0000,0.0000,0.0000,0.0039,0.0000,0.0497,0.1425,0.7739,0.3111,0.0052,0.0327,0.4418,0.8301,0.8993,0.8889,0.8993,0.7948,0.3176,0.0510,0.1516,0.4654,0.1529,0.0719,0.3908,0.9059,1.0000,1.0000,1.0000,1.0000,0.9111,0.3817,0.0549,0.1529,0.3765,0.1203,0.1725,0.6941,0.9908,0.9647,0.9307,0.9621,0.9922,0.8641,0.3137,0.0458,0.1582,0.4667,0.1556,0.0993,0.4902,0.9399,1.0000,1.0000,1.0000,0.8405,0.4627,0.1176,0.0471,0.1503,0.6993,0.2366,0.0000,0.0771,0.5320,0.6889,0.7085,0.6379,0.2863,0.0000,0.0000,0.0954,0.1425,0.9490,0.5608,0.1817,0.0458,0.0000,0.0000,0.0000,0.0000,0.0693,0.2654,0.2444,0.1542,0.1451,0.9895,1.0000,0.7085,0.1974,0.0144,0.0235,0.0261,0.0797,0.4222,0.9634,0.6418,0.1229,0.1477,0
1.0000,1.0000,0.9242,0.1373,0.0000,0.0000,0.0000,0.0000,0.5908,1.0000,0.9961,1.0000,1.0000,1.0000,0.4183,0.1817,0.4941,0.6863,0.6863,0.6863,0.5333,0.1660,0.6013,1.0000,1.0000,1.0000,1.0000,0.5386,0.3856,0.8889,1.0000,1.0000,1.0000,0.9556,0.3098,0.1869,0.9137,1.0000,1.0000,1.0000,1.0000,1.0000,0.9856,0.9569,0.9569,0.9569,0.9791,0.8065,0.0850,0.7595,1.0000,1.0000,1.0000,0.9856,0.9948,1.0000,1.0000,1.0000,1.0000,1.0000,0.9137,0.1464,0.7033,1.0000,1.0000,0.9961,0.9817,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.9242,0.1464,0.7020,1.0000,1.0000,0.9948,1.0000,0.5922,0.1660,0.1529,0.1529,0.1529,0.1529,0.1359,0.0196,0.7046,1.0000,1.0000,0.9477,0.5124,0.0863,0.3294,0.3882,0.3882,0.3882,0.3882,0.3516,0.0523,0.7046,1.0000,1.0000,0.6575,0.0353,0.3556,0.9673,1.0000,1.0000,1.0000,1.0000,0.9359,0.1516,0.7046,1.0000,1.0000,0.2327,0.4248,1.0000,0.9895,0.9843,0.9843,0.9830,0.9804,0.9033,0.1346,0.7046,1.0000,1.0000,0.0863,0.6784,1.0000,1.0000,1.0000,1.0000,0.9961,0.9817,0.9190,0.1425,0.7046,1.0000,1.0000,0.0654,0.7778,0.9804,0.9673,0.9686,0.9686,0.9856,1.0000,0.4680,0.0209,0.6824,0.9686,0.9804,0.1830,0.3229,0.9556,1.0000,1.0000,1.0000,0.9451,0.4471,0.0444,0.0497,0.7556,1.0000,1.0000,0.6000,0.1595,0.5333,0.6863,0.6863,0.6863,0.5569,0.2105,0.3948,0.1516,0.4837,0.6863,0.8026,1.0000,0.5908,0.0000,0.0000,0.0000,0.0000,0.0719,0.8418,0.9124,0.1307,0.0000,0.0000,0.3542,0
0.9974,1.0000,0.6654,0.1856,0.0222,0.0196,0.0118,0.0235,0.0105,0.2627,0.7869,1.0000,0.9922,0.8654,0.4275,0.1098,0.0052,0.0000,0.0000,0.0000,0.0000,0.0000,0.0510,0.1817,0.4719,0.9438,0.8013,0.0967,0.1425,0.6039,0.6980,0.7007,0.7059,0.7033,0.5660,0.1373,0.0000,0.1490,0.7033,0.9294,0.6405,0.7582,0.9791,1.0000,1.0000,1.0000,1.0000,0.9529,0.5948,0.1556,0.0915,0.3830,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.8980,0.3373,0.0444,0.2601,0.9974,1.0000,0.9647,0.8444,0.7791,0.7830,0.7804,0.7712,0.7725,0.6235,0.2065,0.0562,0.2902,0.9882,0.9281,0.6784,0.1817,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0641,0.2771,0.8301,0.2536,0.0000,0.0131,0.0026,0.0000,0.0000,0.0000,0.0000,0.0078,0.0000,0.0627,0.2771,0.3412,0.0784,0.0013,0.3320,0.8183,0.8928,0.9020,0.8928,0.8993,0.7320,0.2458,0.0497,0.2837,0.1059,0.0275,0.2170,0.7294,0.9961,1.0000,1.0000,1.0000,1.0000,0.8641,0.3163,0.0431,0.2837,0.0863,0.0105,0.4275,0.8967,0.9542,0.9425,0.9529,0.9765,1.0000,0.6680,0.1542,0.0680,0.2810,0.0967,0.0288,0.3046,0.8144,1.0000,1.0000,1.0000,0.8837,0.5961,0.2183,0.0170,0.0784,0.2771,0.2379,0.0261,0.0575,0.4000,0.7046,0.7046,0.7059,0.3895,0.0000,0.0052,0.0797,0.0497,0.2771,0.6967,0.2719,0.0405,0.0000,0.0000,0.0000,0.0000,0.0444,0.1817,0.4353,0.3216,0.0275,0.2824,0.9935,0.8235,0.2248,0.0078,0.0405,0.0131,0.0118,0.3190,0.8797,0.9216,0.3739,0.0366,0.2863,0
1.0000,1.0000,0.9242,0.1373,0.0000,0.0000,0.0000,0.0000,0.5908,1.0000,0.9961,1.0000,1.0000,1.0000,0.4183,0.1817,0.4941,0.6863,0.6863,0.6863,0.5333,0.1660,0.6013,1.0000,1.0000,1.0000,1.0000,0.5386,0.3856,0.8889,1.0000,1.0000,1.0000,0.9556,0.3098,0.1869,0.9137,1.0000,1.0000,1.0000,1.0000,1.0000,0.9856,0.9569,0.9569,0.9569,0.9791,0.8065,0.0850,0.7595,1.0000,1.0000,1.0000,0.9856,0.9948,1.0000,1.0000,1.0000,1.0000,1.0000,0.9137,0.1464,0.7033,1.0000,1.0000,0.9961,0.9817,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.9242,0.1464,0.7020,1.0000,1.0000,0.9948,1.0000,0.5922,0.1660,0.1529,0.1529,0.1529,0.1529,0.1359,0.0196,0.7046,1.0000,1.0000,0.9477,0.5124,0.0863,0.3294,0.3882,0.3882,0.3882,0.3882,0.3516,0.0523,0.7046,1.0000,1.0000,0.6575,0.0353,0.3556,0.9673,1.0000,1.0000,1.0000,1.0000,0.9359,0.1516,0.7046,1.0000,1.0000,0.2327,0.4248,1.0000,0.9895,0.9843,0.9843,0.9830,0.9804,0.9033,0.1346,0.7046,1.0000,1.0000,0.0863,0.6784,1.0000,1.0000,1.0000,1.0000,0.9961,0.9817,0.9190,0.1425,0.7046,1.0000,1.0000,0.0654,0.7778,0.9804,0.9673,0.9686,0.9686,0.9856,1.0000,0.4680,0.0209,0.6824,0.9686,0.9804,0.1830,0.3229,0.9556,1.0000,1.0000,1.0000,0.9451,0.4471,0.0444,0.0497,0.7556,1.0000,1.0000,0.6000,0.1595,0.5333,0.6863,0.6863,0.6863,0.5569,0.2105,0.3948,0.1516,0.4837,0.6863,0.8026,1.0000,0.5908,0.0000,0.0000,0.0000,0.0000,0.0719,0.8418,0.9124,0.1307,0.0000,0.0000,0.3542,0
0.9882,1.0000,0.6745,0.1699,0.0000,0.0000,0.0000,0.0000,0.2510,0.7856,1.0000,0.9817,1.0000,0.9608,0.5712,0.1974,0.3085,0.6196,0.6876,0.6484,0.2196,0.0993,0.3673,0.7752,0.9974,0.9935,0.7229,0.1569,0.0353,0.5386,0.9935,1.0000,1.0000,0.5948,0.0915,0.0601,0.4954,0.9791,0.9882,0.5634,0.0784,0.1046,0.6353,0.9699,0.9529,0.9895,0.8667,0.2510,0.0314,0.3935,0.9294,0.9922,0.7569,0.2131,0.2261,0.7490,1.0000,0.9987,0.9686,0.7908,0.2614,0.0013,0.3294,0.8980,0.9935,0.9843,0.9333,0.9294,0.9843,1.0000,0.9948,0.6039,0.0693,0.0052,0.0118,0.3176,0.8954,0.9935,0.9974,1.0000,1.0000,0.7634,0.2771,0.1843,0.3163,0.5556,0.2235,0.0052,0.3294,0.8993,0.9935,1.0000,0.8026,0.5020,0.2379,0.1882,0.4261,0.6771,0.9163,0.3490,0.0000,0.3346,0.8993,0.9935,0.8588,0.3974,0.0288,0.2405,0.7765,1.0000,1.0000,0.8471,0.2706,0.0000,0.3320,0.8993,0.9935,0.3582,0.0654,0.2288,0.7582,0.9961,0.9699,0.9895,0.8667,0.2850,0.0000,0.3320,0.8993,0.9935,0.1608,0.0222,0.3922,0.8771,0.9895,0.9895,0.9948,0.8536,0.2797,0.0000,0.3320,0.8993,0.9895,0.1438,0.0261,0.4627,0.9176,0.9569,0.9673,0.9895,0.9203,0.3320,0.0013,0.3203,0.8797,0.9895,0.2314,0.0261,0.2379,0.7569,1.0000,1.0000,0.8562,0.3595,0.0745,0.0065,0.3869,0.9399,0.8745,0.5948,0.2209,0.0379,0.3020,0.6536,0.6706,0.5686,0.2654,0.1346,0.0301,0.2392,0.6183,0.6052,0.9830,0.4667,0.0562,0.0026,0.0000,0.0092,0.3765,0.9869,0.5569,0.0732,0.0000,0.0562,0.3908,0
1.0000,0.9882,1.0000,0.7699,0.2444,0.0157,0.0078,0.0157,0.0157,0.1033,0.5438,0.9961,0.9895,0.9974,0.7307,0.2340,0.0758,0.0261,0.0000,0.0000,0.0000,0.0000,0.0131,0.0784,0.3974,0.9359,0.9974,0.7137,0.1072,0.0562,0.4876,0.8745,0.8745,0.8641,0.7908,0.3150,0.0000,0.1085,0.4575,1.0000,0.6627,0.5438,0.7516,0.9490,1.0000,1.0000,1.0000,0.9882,0.7843,0.2954,0.0431,0.2993,1.0000,0.9137,0.9346,0.9856,0.9843,0.9660,1.0000,1.0000,1.0000,0.9791,0.5739,0.0484,0.1817,0.9974,0.9974,1.0000,1.0000,1.0000,1.0000,0.6562,0.3948,0.3686,0.3569,0.1987,0.0405,0.1373,0.9895,0.9922,0.6967,0.4601,0.4575,0.3843,0.0654,0.0000,0.0000,0.0000,0.0000,0.0353,0.1412,0.9739,0.6536,0.1490,0.0000,0.0000,0.0340,0.4157,0.5190,0.5163,0.4954,0.2706,0.0405,0.1438,0.7830,0.1739,0.0314,0.2680,0.4588,0.6000,0.9791,1.0000,1.0000,0.9804,0.5882,0.0562,0.1464,0.4837,0.1020,0.1712,0.7490,1.0000,1.0000,0.9791,0.9634,0.9477,0.9124,0.4915,0.0392,0.1490,0.3804,0.0706,0.3085,0.8510,0.9686,0.9529,0.9856,0.9843,1.0000,0.8471,0.3359,0.0288,0.1503,0.4170,0.0837,0.2157,0.7307,0.9856,1.0000,1.0000,1.0000,0.8915,0.4444,0.0614,0.0405,0.1412,0.6301,0.1490,0.0000,0.2222,0.7085,0.8693,0.8745,0.8052,0.2353,0.0458,0.0784,0.0366,0.1399,0.9307,0.3961,0.0771,0.0170,0.0000,0.0000,0.0000,0.0013,0.1451,0.6118,0.5752,0.0497,0.1464,0.9895,0.9961,0.5425,0.1033,0.0157,0.0131,0.0078,0.2078,0.7948,0.9569,0.5020,0.0497,0.1464,0
1.0000,0.9529,0.2641,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1333,0.9046,1.0000,1.0000,1.0000,0.7046,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5503,1.0000,1.0000,0.7046,0.0000,0.7046,1.0000,1.0000,1.0000,1.0000,0.9529,0.2641,0.0000,0.0758,0.8078,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.9529,0.2641,0.0000,0.3712,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.3712,0.0000,0.3712,1.0000,1.0000,1.0000,1.0000,0.9046,0.1333,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2641,1.0000,1.0000,0.3712,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2641,0.9529,0.2641,0.0000,0.0000,0.0000,0.3712,1.0000,1.0000,1.0000,1.0000,0.3712,0.0000,0.2641,0.7046,0.0000,0.0000,0.3712,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.3712,0.0000,0.2641,0.3712,0.0000,0.1333,0.9046,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.3712,0.0000,0.2641,0.3712,0.0000,0.2641,0.9529,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.3712,0.0000,0.2641,0.5503,0.0000,0.0758,0.8078,1.0000,1.0000,1.0000,1.0000,1.0000,0.9046,0.1333,0.0000,0.2641,0.8078,0.0758,0.0000,0.2641,0.9529,1.0000,1.0000,1.0000,0.3712,0.0000,0.0000,0.0000,0.2641,1.0000,0.5503,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3712,0.3712,0.0000,0.2641,1.0000,1.0000,0.8078,0.0758,0.0000,0.0000,0.0000,0.2641,0.9529,1.0000,0.3712,0.0000,0.2641,0
